id_venta,id_cliente,id_producto,id_tienda,fecha_operacion,cantidad_unidades,precio_venta_unitario,costo_unitario,descuento_pct,stock_inicial,stock_final,merma_unidades,canal,metodo_pago,monto_venta_soles,margen_venta_soles,observacion
464,18,12,5,2026-05-13,36,5.37 aprox,3.48,8,198,162,0,WhatsApp,Transferencia,205.56,161.84,OK
465,4,8,1,2026-06-03,14,2.71,1.62,0,159,144,1,Telefono,Efectivo,"107,98",102.33,OK
466,42,1,3,2026-02-01,74,26.62, 19.84 ,0,89,10,5,Delivery local,Efectivo,694.13 aprox,-124.42,OK
467,9,3,6,2026-04-05,66,13.43,8.14,8,126,60,0,WhatsApp,Plin,292.48,51.15,OK
468,35,5,4,2026-03-12,29,5.0,3.14 aprox,10,219,190,0,Telefono,Efectivo,,147.73,OK
469,83,5,1,2026-04-13,34,5.43,3.13, 15 ,134,100,0,Mostrador,  Transferencia ,237.51,212.17,Revisar stock
470,55,8,6,2026-06-25,73,2.94,1.71,,95,22 aprox,0,Delivery local,Efectivo,410.89,422.67,Revisar stock
471,11,3,2,2026-06-19,69, 12.39 ,8.19,12,231,160,2,WhatsApp,PlIn,399.14,166.76,
472,34,6,6,22-03-2026,68,7.06,,3,165,97,0,Mostrador,Efectivo,573.46,459.76,Cliente frecuente
473,24,10,2,2026-01-09,15,"9,15",5.93,10,183, 168 ,0,Telefono,Efectivo,117.36,59.59,Cliente frecuente
474,84,7,3,2026-02-26,29,14.51,10.05,12,126,97,0,Telefono,Efectivo,206.33,53.45,ok
475,80,12,3,2026-04-02,6,5.43,3.4,0,107,101,0,Mostrador,Plin,45.36,33.13,OK
476,56,7,3,20-05-2026,12,15.16,9.78,0,100,85,3,Delivery local,TaRjEtA,144.62,34.22,
477,52,6,5,2026-03-25,44, 7.12 ,4.34,8,187,142,1,Delivery local,Plin,327.83,248.72,
478,30,10,4,20-06-2026,48,8.98,5.71,0,269,221, 0 ,WhatsApp,Efectivo,248.11,131.84,OK
479,28,2,6,2026-05-01,37,4.87,3.43,3,105,68,0,Telefono,Plin,217.51,146.84,OK
480,52,6,3,2026-04-15,27,6.89,4.43,5,111,84,0,Delivery  local,Transferencia,,140.54,Revisar  stock
481,23,2,6,2026-02-03,42,4.64,3.37,0,71,29,0,WhatsApp,Tarjeta,376.66,294.39,Revisar stock
482,49,1,7,2026-02-13,9,29.17,19.41,0,135,125,1,Mostrador,tarjeta,120.02,-21.95,Cliente frecuente
483,23,7,7,2026-05-27,144,15.92 aprox,"9,57",0,,166,0,WhatsApp,Transferencia,792.96,154.99,Promocion
484,76,3,6,2026-03-19,75,13.34,8.09,12,278,198,5,Mostrador,Plin,584.32,309.97,
485,25,10,5,,185,9.64,S/ 5.6,8,312,127,,Delivery local,Tarjeta,1370.78,1005.88,Promocion
486,29,2,7,2026-03-12,46, 4.62 ,3.51,5,176,130,0,Telefono,,222.64,157.89,Promocion
487,88,4,6,2026-02-07,34,3.64,2.2,,228,194,0,DeLiVeRy lOcAl,plin,237.81,210.57,
488,78,5,2,2026-05-23,52,4.97,3.16,0,206,154,0,Mostrador,Yape, 352.3 ,S/ 267.91,PrOmOcIoN
489,52,11,4,2026-01-19,4,S/ 7.64,4.65,8,126,122,0,Telefono,Efectivo,47.84,8.95,Cliente frecuente
490,4,11,5,2026-02-11,12,7.99,4.85,,124 aprox,,0,Telefono,Transferencia,129.93,90.58,
491,72,4,5,02/01/2026,5, 3.52 ,2.34,5,237,,0,Delivery local,Plin,37.2,31.89,Cliente frecuente
492,68,6,2,2026-03-12,40,"6,75",4.31,15,118,77,1,Delivery local,Efectivo,263.04,203.46,
493,80,3,5,2026-04-11,35,13.16,7.94,,155,120,0,Delivery local,Tarjeta,252.36,154.22,Cliente frecuente
494,64,11,1,2026-06-25,71,7.46,4.81 aprox,0,155,84,0,,,456.92,280.48,Revisar stock
495,55,8,6,2026-02-09,35,2.96,1.71,0,164,129,0,Delivery local,Plin,302.77,279.63,
496,60,7,2,2026-06-23,15,15.49,9.92,10,109,94 aprox,0,Delivery local,Yape,118.49,33.16,
497,32,12,7,2026-03-04,35,4.96,3.29,12,92,57,0,Delivery local,Efectivo,247.32,202.09,
498,73,9,5,2026/05/14,30,10.17,6.87,15,80,47,3,Delivery local,Efectivo,171.7,57.88,Cliente frecuente
499,36,10,5,2026-04-08,29,9.2,6.04,8,232,203 aprox,0,Delivery local,Plin, 259.98 ,171.55,Revisar stock
500,8,2,6,2026-02-27,22, 4.94 ,3.3,15,257,235,0,whatsapp,YaPe,S/ 108.71,100.52,Cliente frecuente
